Timespan, 1950-2100
Scenario, fullstop;2025
Used parameters below
f_MP, 0.14
f_shelf, 0.08
f_ocean, 0.92
M_P_discard, 4214.0
M_MP_discard, 686.0000000000001
M_sMP_discard, 500
M_P_SurfOcean, 0.23
M_MP_SurfOcean, 0.036
M_sMP_SurfOcean, 0.0028
M_MPsMP_DeepOcean, 80
M_sMP_atmo, 0.0036
M_sMP_soil, 29
M_P_beach, 1.32
M_MP_beach, 0.52
M_P_ShelfSed, 50.6
M_MP_ShelfSed, 65.3
M_Incinerated, 800
M_recycled, 750
F_river_tot, 10
F_sMP_oce_to_atm, 8.6
F_sMP_atm_to_oce, 7.6
F_sMP_atm_to_soil, 1.15
F_sMP_DiscInuse_to_atm, 0.183
LB19, 0.03
k_SurfOce_P_to_MP, 0.03
k_SurfOce_MP_to_sMP, 0.03
k_beach_P_to_MP, 0.03
k_beach_MP_to_sMP, 0.03
k_DeepOce_MP_to_sMP, 0.03
CF1, 1
k_Disc_P_to_MP, 0.03
k_Disc_MP_to_sMP, 0.03
k_P_surf_to_deep_oce, 0
k_MP_surf_to_deep_oce, 196
k_sMP_surf_to_deep_oce, 32.5
f_P_river, 0.5
f_MPsMP_river, 0.5
k_P_Disc_to_river, 0.0011865211200759373
k_MP_Disc_to_river, 0.007288629737609328
k_sMP_Disc_to_river, 0.007288629737609328
k_Disc_sMP_to_atm, 0.000366
k_SurfOce_P_beach, 4.004
k_SurfOce_MP_beach, 4.004
k_SurfOce_P_ShelfSed, 1367
k_SurfOce_MP_ShelfSed, 196
k_SurfOce_sMP_ShelfSed, 32.5
k_DeepOce_MP_DeepSed, 0.00123
k_DeepOce_sMP_DeepSed, 0.000203
k_sMP_oce_to_atm, 3071.4285714285716
k_sMP_soil_to_atm, 0.000366
k_sMP_atm_to_oce, 2111.111111111111
k_sMP_atm_to_soil, 319.4444444444444
k_sMP_soil_to_oce, 0.007288629737609328
k_P_beached_to_oce, 0
k_MP_beached_to_oce, 0
###############
Data below
,Year,P_prod_tot,P_waste_tot,P_rec_tot,P_inc_tot,P_disc_tot,MP_disc_tot,P_use,P_disc,MP_disc,sMP_disc,P_SurfOce,MP_SurfOce,sMP_SurfOce,MP_DeepOce,sMP_DeepOce,sMP_atm,sMP_soil,P_beach,MP_beach,sMP_beach,P_ShelfSed,MP_ShelfSed,sMP_ShelfSed,MP_DeepSed,sMP_DeepSed,F_atm_to_soil
103,1960.3,75.90011603049604,18.682538392383655,0.0,0.0,16.066983017449907,2.615555374933724,57.217577638112324,14.221789292135806,3.8417708018230994,0.43146525414445475,0.00014854473443379218,0.0001398538377149045,6.149051301140815e-06,0.08810726544178206,0.008836202227229282,1.1403489439637715e-05,0.00928623769241148,0.00224994149746222,0.0021706407395717937,0.00019773158367125348,0.06756145825481105,0.008398765322770263,6.052134918994595e-05,0.000333928882394918,4.400176136014753e-06,0.009459193423837123
104,1960.4,76.75798256380278,19.076124457210895,0.0,0.0,16.405467033201333,2.6706574240095367,57.68185810659189,14.515464074445704,3.925496254664925,0.4427811519248395,0.0001516122891939465,0.0001429019645639076,6.03649452784164e-06,0.09037780858235513,0.009127021373933631,1.1994728536589389e-05,0.00959545861439981,0.00230320145416043,0.0022274789964885793,0.00020432846084321733,0.06920266135732937,0.008620437942318168,6.254620291363721e-05,0.0003449052237525972,4.5824901243287554e-06,0.009775640537223585
105,1960.5,77.62576403350803,19.47760966636233,0.0,0.0,16.750744313071568,2.726865353290735,58.148154367145814,14.81500712201213,4.010902069012439,0.4543419843779875,0.00015474117261570592,0.00014601127765542443,8.590837039803227e-06,0.09269669953866602,0.009425316278831683,9.776795196960924e-06,0.00991293657159837,0.002357540516161044,0.00228553899120695,0.00021109767937485936,0.07087774580751102,0.008846937863538998,6.46230413751591e-05,0.0003561638055459401,4.770783468977535e-06,0.010100584482707288
106,1960.6,78.50367725526829,19.887110090822574,0.0,0.0,17.10291467810739,2.784195412715175,58.61656716444582,15.120499827878517,4.098015904344028,0.4661526446770457,0.00015793223639695272,0.00014918278462020608,8.768954981189018e-06,0.09506489821093726,0.009731274853363243,1.0081495353488131e-05,0.010238527221390408,0.002412980140547424,0.002344844992125008,0.0002180429407834414,0.07258738695294874,0.009078361815596854,6.675548071446421e-05,0.0003677106334346602,4.965209844791536e-06,0.010433887176293698
107,1960.7,79.39193904473863,20.30474206483493,0.0,0.0,17.46207817575802,2.8426638890769027,59.08719697990382,15.432023557696766,4.186865597662704,0.4782181054641446,0.00016118633194898082,0.00015241749955881116,1.101096540131158e-05,0.09748337970586714,0.01004503503376365,8.214938136128138e-06,0.0105726899282161,0.0024695420605796202,0.002405421663779302,0.00022516801998507038,0.07433226945383602,0.009314808112696818,6.894253929562375e-05,0.00037955183208068907,5.1659262015850326e-06,0.010776014375360911
108,1960.8,80.29076621756855,20.730622185831074,0.0,0.0,17.8283350798147,2.902287106016361,59.5601440317376,15.74965964975285,4.277479162743331,0.4905434193207404,0.0001645043103966302,0.00015571644301413238,8.428555359608498e-06,0.09995313440542962,0.01036680145258303,1.1459673619868492e-05,0.010915170590509405,0.0025272482847521153,0.0024672940690647345,0.0002324767664863994,0.07611308727982073,0.00955637666420632,7.118877908585418e-05,0.0003916936470227286,5.373092824487516e-06,0.011126718510176239
109,1960.9,81.20037558941642,21.164867314512588,0.0,0.0,18.201785890480775,2.9630814240317713,60.035508274903854,16.07348941512091,4.369884789404913,0.5031337192356725,0.00016788702257990192,0.0001590806419448505,7.369919474567402e-06,0.10247516803503279,0.010696707835366867,1.310459453349216e-05,0.011266556481510724,0.002586121095856109,0.002530487671435687,0.00023997310558312353,0.07793054370691056,0.009803168984739735,7.349233616149622e-05,0.0004041424465595006,5.586873404970901e-06,0.011486593525211659
110,1961.0,82.12098397593198,21.607594574809234,0.0,0.0,18.582531334335908,3.025063240473305,60.513389401122694,16.4035941377133,4.464110842767519,0.5159942190702208,0.00017133531905455084,0.0001625111296984134,8.25246525461789e-06,0.10505050173089438,0.011034924458108027,1.270863635944143e-05,0.01162706315406624,0.0026461830500430065,0.002595028337084861,0.00024766103956479847,0.07978535131432718,0.010055288204192705,7.585426082875947e-05,0.0004169047236409162,5.807435103568348e-06,0.011855861788460103
111,1961.1,83.0528081927717,22.058921353877675,0.0,0.0,18.970672364334778,3.088248989542886,60.99388683889384,16.740055074363053,4.5601858625189235,0.5291302140210271,0.0001748500500928511,0.00016600894598424673,7.169942286744409e-06,0.10768017210681097,0.011381649192132824,1.4401717345287997e-05,0.011996636217647499,0.002707456975893025,0.002660942337104199,0.0002555446489264207,0.08167823198143169,0.010312839077742608,7.827773489474087e-05,0.00042998709776791643,6.03494861805584e-06,0.012234475871129578
112,1961.2,83.99606505559028,22.51896530214009,0.0,0.0,19.366310159840435,3.1526551422996225,61.47709975345011,17.08295345494189,4.6581385621892295,0.5425470810801944,0.00017843206568493805,0.0001695751368473765,1.0743728046961895e-05,0.1103652313201831,0.011737024333456563,1.1183931152563352e-05,0.012375891375716205,0.0027699659734856845,0.0027282563496245243,0.0002636280935862897,0.08360991688461998,0.010575927995801909,8.076083539765259e-05,0.00044339631690020127,6.269588255483724e-06,0.012623058586523832
113,1961.3,84.95097138003808,22.987844333230633,0.0,0.0,19.76954612657832,3.2182982066523005,61.96312704680736,17.432370482398515,4.757997828415387,0.5562502794928215,0.00018208221553910617,0.00017321075464156663,1.0877919852506073e-05,0.11310674713735122,0.01210127811779233,1.1614511284270341e-05,0.012764516662205306,0.002833733413473328,0.002796997461935219,0.0002719156141102526,0.08558114649422424,0.010844662993929267,8.330883620218093e-05,0.00045713925937202225,6.511531996695562e-06,0.013021305231724156
114,1961.4,85.91774398177215,23.465676624011877,0.0,0.0,20.180481896650193,3.285194727361676,62.45206735776022,17.788387332855578,4.859792720219284,0.5702453512123273,0.00018580134908294796,0.00017691685800307584,1.0100536367363073e-05,0.11590580299831495,0.01247458276843906,1.3021065074040157e-05,0.013162876415886824,0.0028987829361592065,0.0028671931725858125,0.00028041153294246733,0.08759267057146959,0.011119153762705485,8.592186026340942e-05,0.00047122293581628393,6.760961572677274e-06,0.013429587562609386
115,1961.5,86.8965996764435,23.952580614616217,0.0,0.0,20.59921932856992,3.3533612860462836,62.944019061827255,18.151085155729923,4.963552468291161,0.5845379213527917,0.00018959031546442003,0.00018069451182445076,9.220548446305813e-06,0.11876349808068264,0.012857123713649145,1.454858398060485e-05,0.013571230117590963,0.0029651384505765266,0.002938871393465635,0.0002891202556421538,0.0896452481653722,0.011399511657558837,8.860089443777165e-05,0.00048565449109609654,7.0180625339088055e-06,0.01384817263519338
116,1961.6,87.8877552797071,24.448675008387255,0.0,0.0,21.02586050721298,3.422814501174228,63.43908027131983,18.520545073764474,5.069306474263113,0.5991336986392656,0.00019344996355240952,0.00018454478722816032,9.052302857490003e-06,0.12168094736304443,0.013249089975340753,1.5336379596246072e-05,0.01398984159272931,0.003032824133572854,0.0030120604518663694,0.000298046272126851,0.09173964760971837,0.011685849708558719,9.13469496110725e-05,0.0005004412062446248,7.283024323772416e-06,0.014277332011034411
117,1961.7,88.89142760721867,24.95407877190795,0.0,0.0,21.460507743840804,3.4935710280671275,63.937348835310644,18.896848183135845,5.177084309996851,0.6140384758552581,0.00019738114193765423,0.0001884687615405364,9.948847094916082e-06,0.12465928168761041,0.013650676836189096,1.5011453555913942e-05,0.01441894953329361,0.0031018644288959975,0.0030867890925235994,0.00030719415792163096,0.0938766465200021,0.01197828263016177,9.41612884959258e-05,0.0005155905004123782,7.5560403525417496e-06,0.014717312282364132
118,1961.8,89.90783347462843,25.46891113498722,0.0,0.0,21.90326357608898,3.5656475588982217,64.43892233964108,19.28007555352586,5.286915716868524,0.6292581302877379,0.00020138469893365678,0.00019246751826578945,1.302433692664097e-05,0.12769964782218637,0.014062079041884648,1.2396165991976726e-05,0.014858844926977659,0.003172284046283077,0.0031630864796391095,0.0003165685754144058,0.09605703179037528,0.012276926830917198,9.704483038411523e-05,0.0005311099328221453,7.837308072788594e-06,0.015168412504231753
119,1961.9,90.93718969759445,25.993291590678794,0.0,0.0,22.35423076798372,3.6390608226950443,64.94389810691546,19.670308228219497,5.398830605061905,0.6447986241699994,0.0002054614825775765,0.00019654214706018927,1.2177104465794375e-05,0.1308032085215557,0.014483535553579823,1.3941463036521185e-05,0.015309366234477165,0.0032441079605541427,0.003240982198885706,0.00032617427511748574,0.0982815995906539,0.012581900423138115,0.00010000203850713689,0.0005470072047318685,8.127029053896848e-06,0.015630479375707235
120,1962.0,91.9797130917662,26.52733989528158,0.0,0.0,22.813512309942098,3.7138275853394322,65.45237319648436,20.06762722418829,5.512859052860455,0.6606660051215526,0.0002096123406312486,0.00020069374370633788,1.3022364230022502e-05,0.1339711425881031,0.014915223508072489,1.3711184283640525e-05,0.01577109775397415,0.0033173614107065816,0.0033205062593904574,0.0003360160969348013,0.10055115536326166,0.012893323232522317,0.00010303169501182642,0.0005632901614044951,8.425409063370279e-06,0.01610410560587141
121,1962.1,93.03562047279927,27.07117606833209,0.0,0.0,23.28121141876553,3.7899646495665023,65.96444440446696,20.472113532164908,5.62903130594261,0.6768664065860838,0.0002138381205817304,0.00020492341008736397,1.0963593209038914e-05,0.13720464493189044,0.015357381151180493,1.656504116531705e-05,0.01624398175736799,0.00339206989901491,0.003401689095701599,0.0003460989714353711,0.10286651382025755,0.01321131680774289,0.00010613758663070699,0.0005799667940857833,8.732658140509287e-06,0.016589242055309164
122,1962.2,94.10512865634969,27.6249203925858,0.0,0.0,23.757431537623734,3.8674888549620214,66.48020826376367,20.88384811670927,5.747377776677396,0.693406048266617,0.00021813966964227808,0.0002092322541613896,9.30666135774506e-06,0.140504926630014,0.015810206385358936,1.9008324046305392e-05,0.016728465045422133,0.003468259190132054,0.0034845615697348645,0.0003564279211324278,0.10522849894032209,0.013536004429991928,0.00010931967853337002,0.0005970452419891005,9.04899067969276e-06,0.017086344292928903
123,1962.3,95.18845445806708,28.18869341404186,0.0,0.0,24.24227633607595,3.9464170779658705,66.99976104402492,21.302911916311672,5.867929043428938,0.7102912365582295,0.00022251783475320312,0.00021362138993609458,1.2524671601768516e-05,0.1438732149853138,0.016273894564489653,1.631232609459022e-05,0.01722507272152918,0.003545955310193492,0.003569154972701003,0.00036700806176834385,0.10763794396574967,0.013867511122483736,0.00011257739661187697,0.0006145337942874635,9.374625509440692e-06,0.01759594637370289
124,1962.4,96.2858146936105,28.762615941951363,0.0,0.0,24.735849710078117,4.026766231873196,67.5231987516588,21.729385843479946,5.9907158498625925,0.727528364978746,0.00022697346258289836,0.0002180919374434594,1.343632874743334e-05,0.1473107535845214,0.016748710395394543,1.60693958746683e-05,0.01773359673586646,0.0036251845459263467,0.003655501027016679,0.0003778446036055519,0.11009569139950891,0.01420596365992607,0.00011591587555214479,0.000632440892113163,9.709785971269628e-06,0.018117849387398136
125,1962.5,97.39742617862741,29.346809048781353,0.0,0.0,25.238255781951906,4.108553266829397,68.05061712984573,22.16335078479086,6.115769104246131,0.7451239145964244,0.00023150739952843377,0.0002226450227143335,1.4462126044242109e-05,0.15081880235565454,0.01723486887903341,1.5720856838905084e-05,0.018254441311035086,0.0037059734437587515,0.0037436318881939293,0.0003889428527228108,0.11260259300222729,0.014551490577940227,0.00011933560164740768,0.0006507751305639008,1.0054700006889111e-05,0.01865246688574322
126,1962.6,98.52350572877482,29.941394070232196,0.0,0.0,25.749598900399622,4.191795169832514,68.58211165854226,22.604887600984533,6.243119878762704,0.7630844544558213,0.00023612049171625203,0.00022728177775327343,1.6023187265245732e-05,0.15439863762489162,0.017732600373294632,1.4821773382769976e-05,0.018787888734005106,0.0037883488089347963,0.003833580146714084,0.00040030821231747723,0.11515950978926594,0.014904222182452711,0.00012283806616828613,0.0006695452607165547,1.0409600239495374e-05,0.01920009067893198
127,1962.7,99.66427015970922,30.546492605266984,0.0,0.0,26.269983640529553,4.276508964737384,69.11777755444182,23.054077127070617,6.372799408827419,0.7814166420009045,0.00024081358500365954,0.00023200334051378928,1.295830407034079e-05,0.15805155217274733,0.018242170724730385,1.8828865722471e-05,0.01933387264254195,0.0038723377046308897,0.003925378829881596,0.00041194618401312646,0.11776731202775403,0.015264290559040605,0.0001264275116708948,0.0006887601916474937,1.0774724057862043e-05,0.019760664125928137
128,1962.8,100.81993628707974,31.16222651605781,0.0,0.0,26.79951480380966,4.3627117122481,69.65770977102159,23.511000172362845,6.5048390923949375,0.800127223495743,0.0002455875249789857,0.00023681085487303692,1.1844344426433502e-05,0.1617788552896137,0.018763784265102418,2.0789341462017146e-05,0.019893074345242973,0.003957967451074907,0.00401906140365948,0.00042386236917269974,0.12042687923362609,0.015631829582236953,0.0001301024926222621,0.0007084289924597489,1.1150313705985505e-05,0.020334878456529468
129,1962.9,101.99072092654373,31.788717928034874,0.0,0.0,27.338297418109928,4.4504205099248875,70.20200299850848,23.975737520600056,6.639270489285372,0.8192230344432656,0.0002504431569627913,0.0002417054706072095,1.4058477686402114e-05,0.1655818728307664,0.019297678779335248,1.9247543208330145e-05,0.020465850844827188,0.004045265624670258,0.004114661774488833,0.0004360624702173982,0.12313910016872966,0.01600697492480556,0.00013386412917570245,0.0007285608943174307,1.1536616366538137e-05,0.020923100799844257
130,1963.0,103.17684089375135,32.426089229837814,0.0,0.0,27.886436737660418,4.539652492177294,70.75075166391339,24.448369929985226,6.776125320497666,0.8387110000010178,0.0002553813260085294,0.00024668834336664036,1.6119822328058945e-05,0.16946194727062777,0.01984412364563296,1.788375795663155e-05,0.021052256525097394,0.004134260057120066,0.004212214291087213,0.00044855229195060487,0.12590487283785273,0.016389864066964615,0.00013771594112190445,0.0007491652924861875,1.193388424909903e-05,0.02152539587491871
131,1963.1,104.37851300435807,33.07446307337232,0.0,0.0,28.444038243100092,4.630424830272125,71.30404993098554,24.928978133312693,6.915435467542087,0.8585981353952069,0.00026040287690353613,0.00025176063465131215,1.579765430150551e-05,0.17342043775654029,0.020403385661955684,1.9056607723355528e-05,0.021652429820097945,0.00422497883455714,0.00431175374623229,0.0004613377428875845,0.12872510448584976,0.016780636305583737,0.00014166087194294352,0.0007702517483809969,1.2342374680737442e-05,0.022141912663085597
132,1963.2,105.59595407402078,33.73396237376081,0.0,0.0,29.01120764143418,4.722754732326508,71.86199170025974,25.41764283800509,7.057232971759537,0.8788915463319884,0.0002655086541696351,0.0002569235117861571,1.6045156922779688e-05,0.17745872016184933,0.020975707057593742,1.9644281757811615e-05,0.02226684225593995,0.004317450296675032,0.00441331537852566,0.0004744248365902342,0.13160071159471806,0.017179432763334633,0.00014569937242706272,0.0007918299916200716,1.2762350197238184e-05,0.022773133453225822
133,1963.3,106.82938091838808,34.4047103093584,0.0,0.0,29.588050866048107,4.8166594433101695,72.42467060902943,25.91444472620695,7.201550033652792,0.8995984294063993,0.0002706995020642036,0.00026217814789671707,1.5371387670377624e-05,0.18157818713837162,0.021561359500542186,2.1223311425075394e-05,0.022895689129408026,0.004411703035861881,0.004516934874138834,0.00048781969300708706,0.13453261988067863,0.017586396397802635,0.0001498340926000554,0.0008139099220852392,1.319407863255304e-05,0.023419264525091986
134,1963.4,108.07901035311919,35.08683032177659,0.0,0.0,30.174674076727747,4.912156245048717,72.99218003134251,26.41946445488214,7.348419012222638,0.9207260725094417,0.00027597626458086534,0.00026752572188480395,1.4639952018995114e-05,0.1857802481683581,0.02216060605539046,2.288099942404935e-05,0.02353931987948867,0.004507765896339378,0.004622648368544032,0.0005015285398188321,0.13752176429133495,0.018001672010569368,0.00015406656933933329,0.0008365016119892417,1.363783321288556e-05,0.024080666524111498
135,1963.5,109.34505919386245,35.78044611585443,0.0,0.0,30.771183659634676,5.009262456219612,73.56461307800792,26.932782655869214,7.497872424297694,0.9422818552321546,0.00028133978545040526,0.0002729674184042296,1.5392251525200927e-05,0.19006632961571462,0.022773710634773167,2.298808509311458e-05,0.024198132025559777,0.004605667973301419,0.004730492448223998,0.0005155577137885415,0.14056908900273993,0.0184254062562435,0.00015839804385093978,0.0008596153079486358,1.4093892650079354e-05,0.02475774840366891
136,1963.6,110.62774425627416,36.485681659639674,0.0,0.0,31.377686227290045,5.107995432349559,74.14206259663433,27.454479935942196,7.649942943870017,0.9642732492680899,0.00028679090814126725,0.00027850442783652326,1.8738658930591337e-05,0.19443787477676933,0.023400944268547413,2.03709962015918e-05,0.024872501051586494,0.004705438612058824,0.004840504152367957,0.000529913662117468,0.14367554741657163,0.018857747651467333,0.00016283000241233136,0.0008832614330637169,1.4562541236271122e-05,0.025450897313393436
137,1963.7,111.9272823560109,37.20266118446965,0.0,0.0,31.994288618643832,5.208372565825754,74.72462117154122,27.98463687695835,7.804663401446279,0.9867078188130326,0.0002923304758610395,0.00028413794626726724,1.8223359276117806e-05,0.19889634393035457,0.024042625142656666,2.1855152401313852e-05,0.02556232886690739,0.004807107407184914,0.004952720974547998,0.000544602943805591,0.14684210215725138,0.019298846583876643,0.0001673676535975589,0.0009074505890041486,1.5044068938381307e-05,0.026160027064633082
138,1963.8,113.24389030872115,37.9315091848771,0.0,0.0,32.62109789899425,5.310411285882795,75.31238112384389,28.52333403585579,7.962066783377104,1.0095932209624205,0.0002979593315565143,0.00028986917546168826,1.9911212240096564e-05,0.20344321438729793,0.024699006095220105,2.1029096492665523e-05,0.026268315225804906,0.0049107042016638255,0.005067180864378127,0.0005596322310171556,0.15006972506907149,0.0197488553210223,0.00017201014090099319,0.0009321935581006874,1.5538771499543513e-05,0.026885849552291542
139,1963.9,114.5777849300642,38.67235041864828,0.0,0.0,33.258221360037446,5.414129058610762,75.90543451141585,29.07065194477948,8.122186231211558,1.0329372061070088,0.000303678317914969,0.00029569932284111253,1.7689031938067157e-05,0.20807998053942883,0.025370413075976695,2.435602802709128e-05,0.026990394541527223,0.005016259086044059,0.005183922229158899,0.0005750083104515073,0.15335939721339878,0.02020792801926461,0.0001767625782467341,0.0009575013054435284,1.6046950532136496e-05,0.027628311575233204
140,1964.0,115.92918303568774,39.425309906797885,0.0,0.0,33.90576651984611,5.519543386951706,76.50387312888977,29.626671111138428,8.285055041040861,1.0567476183254898,0.0003094882773648114,0.00030162960145907507,1.6282626224255476e-05,0.21280815390785052,0.026057116222991665,2.684014596012729e-05,0.02772919276556868,0.00512380239759134,0.005302983935501107,0.0005907380847183131,0.15671210886578274,0.020676220732615175,0.0001816248348152197,0.0009833849809857901,1.656891362211473e-05,0.02838805171766423
141,1964.1,117.2983014412489,40.190512933592295,0.0,0.0,34.563841122889286,5.626671810702918,77.1077885076565,30.191472017701383,8.450706662853417,1.0810323957756702,0.00031539005207654514,0.00030766122997779064,1.885457253524094e-05,0.2176292631907935,0.026759399417055678,2.51383034418629e-05,0.028485242482159986,0.005233364719447998,0.0054244053109366785,0.0006068285737181609,0.16012885951318162,0.021153891421556915,0.00018659757878477807,0.0010098559216537683,1.710497442695102e-05,0.029165615448990552
142,1964.2,118.68535696240468,40.968085046505216,0.0,0.0,35.23255313999442,5.7355319065107375,77.71727191589926,30.765135122636043,8.619174699881713,1.1057995710828519,0.00032138448396317707,0.00031379543264435867,1.8563134107171804e-05,0.2225448543107861,0.027477607639351368,2.6483937532646667e-05,0.029258448714761805,0.005344976879792663,0.005548226145509986,0.0006232869160276095,0.16361065785112178,0.021641099961816804,0.00019168639091145918,0.001036925653462455,1.765545277556177e-05,0.029960920935370058
143,1964.3,120.09056641480268,41.75815205626655,0.0,0.0,35.91201076838916,5.846141287877324,78.33241435853594,31.347740859628153,8.790492907964861,1.1310572717259797,0.00032747241468148916,0.00032003343926753956,2.1420329853014014e-05,0.22755649046125329,0.028212018939472196,2.4521474631026957e-05,0.030049535744546763,0.00545866995100279,0.005674486693352482,0.0006401203702889759,0.16715852178086463,0.02213800815310134,0.00019689062682368431,0.0010646058936368168,1.8220674776057284e-05,0.030774705860462017
144,1964.4,121.51414661410257,42.560840036837575,0.0,0.0,36.60232243168021,5.958517605157266,78.95330657726484,31.93936963793496,8.964695194904909,1.1568137204221365,0.00033365468563250787,0.0003263764851942535,2.1654904871540168e-05,0.23266575215266186,0.028962982549999915,2.535264454180333e-05,0.030858487830363678,0.0055744752488226254,0.005803227674243621,0.0006573363166052073,0.1707734784066628,0.022644779727806617,0.00020221542248167597,0.0010929085527393869,1.8800972914535414e-05,0.03160696815202324
145,1964.5,122.95631437595246,43.376275325419385,0.0,0.0,37.30359677986063,6.07267854555873,79.58003905053276,32.540101842470484,9.141815619828295,1.1830772355079697,0.00033993213796260964,0.00033282581128640955,2.0506421442612016e-05,0.23787423725793322,0.029730813627991428,2.7667332043526102e-05,0.031685738807061124,0.0056924243315301165,0.005934490275150993,0.0006749422579388366,0.17445656403290521,0.023161580359674878,0.00020766253675042734,0.0011218457368025615,1.9396686164274524e-05,0.03245815558297057
146,1964.6,124.4172865160085,44.20458452245206,0.0,0.0,38.0159426893087,6.188641833143297,80.21270199355621,33.150017833878756,9.321888392550642,1.2098562313197765,0.0003463056125639762,0.0003393826638976064,1.97736565542924e-05,0.24318356105746525,0.030515829464927292,2.9564223210411827e-05,0.03253176381295616,0.005812548999110448,0.00606831615175837,0.0006929458215161069,0.1782088241613912,0.023688577672431845,0.0002132334955638267,0.0011514297494673983,2.0008160090726373e-05,0.03332875750393312
147,1964.7,125.89727984992827,45.04589449160191,0.0,0.0,38.73946926277757,6.306425228824283,80.85138535832607,33.76919794859923,9.504947872941232,1.237159218570817,0.0003527759500756184,0.00034604829485013357,2.1028937673842176e-05,0.24859535628348547,0.031318353946808944,2.938141113529546e-05,0.03339702963076216,0.005934881292429901,0.006204747429974622,0.0007113547602352807,0.18203131348853283,0.024225941248376247,0.00021892997522205212,0.001181673094127287,2.0635746958869962e-05,0.034219255188800736
148,1964.8,127.39651119335876,45.90033235977654,0.0,0.0,39.4742858294078,6.42604653036873,81.49617883358191,34.39772249895593,9.69102857029374,1.2649948047264248,0.000359343990883964,0.00035282396141188944,2.2276272863074222e-05,0.25411127316384463,0.03213873633851635,2.922942709331467e-05,0.0342817832393129,0.006059453492412245,0.006343826707426231,0.0007301769540794242,0.18592509590256173,0.024773842636932726,0.00022475543126544394,0.0012125884760770067,2.127980584118844e-05,0.035129910391352645
149,1964.9,128.9151973619606,46.768025517129466,0.0,0.0,40.220501944731254,6.547523572398134,82.14717184483094,35.03567177323446,9.880165142699747,1.293371694377573,0.0003660105751239989,0.00035971092627367463,2.5388737456391118e-05,0.25973297946538776,0.03297730966504995,2.712842133500726e-05,0.035186522615120085,0.006186298119220951,0.006485597054936985,0.0007494204115340839,0.18989124448083558,0.02533245536318162,0.0002307114748909791,0.001244188804667848,2.19407027291309e-05,0.03606123615079361
150,1965.0,130.45355517138026,47.649101617025984,0.0,0.0,40.97822739064225,6.670874226383643,82.80445355435414,35.683126035729934,10.072392396417,1.3222986896113285,0.00037277654267953093,0.00036671045752608474,2.4209515806196378e-05,0.2654621605365902,0.033834457447194675,2.9587764215412923e-05,0.03611124368234933,0.006315447931439731,0.006630102017986792,0.0007690932710087236,0.19393084148701847,0.025901954936333692,0.0002368036714831707,0.0012764871954669753,2.261881064160507e-05,0.037013243747515884
151,1965.1,132.01180143727632,48.543688576084925,0.0,0.0,41.747572175433,6.796116400651905,83.46811286119117,36.34016552685571,10.26774528525321,1.3517846903800996,0.0003796427331844749,0.00037382382863711917,2.4526889611025615e-05,0.2713005193498402,0.034710501826607724,3.0488450873377367e-05,0.037056704655068703,0.006446935925260226,0.006777385618159473,0.0007892038022631737,0.19804497836840335,0.026482518858188524,0.00024303180777783512,0.0013094969724230705,2.3314509741465703e-05,0.03798670704829279
152,1965.2,133.59015297530576,49.45191457415133,0.0,0.0,42.528646533770086,6.923268040381198,84.13823840115415,37.00687046319454,10.466258909941113,1.381838694868104,0.0003866099860231746,0.0003810523184292955,2.327416434826954e-05,0.2772497765430543,0.03560582018061069,3.307297825889359e-05,0.038023109611054734,0.006580795333669539,0.006927492354571436,0.0008097604078379645,0.20223475575315483,0.027074326631544396,0.00024940002768575467,0.001343231670036431,2.4028187444476317e-05,0.038981846086785135
153,1965.3,135.18882660111433,50.37390805434085,0.0,0.0,43.32156092673308,7.0523471276077325,84.81491854677326,37.683321037612295,10.667968517526234,1.4124697998556925,0.0003936791403318512,0.0003883972110574557,2.2032007422164413e-05,0.28331167046075656,0.036520769518080316,3.567064779176308e-05,0.039010963162245,0.006717059625640534,0.007080467205284627,0.0008307716244889012,0.2065012834475594,0.02767755976857283,0.0002559102534192508,0.0013777050355341246,2.4760238536767643e-05,0.03999918173763162
154,1965.4,136.80803913036297,51.30979772296933,0.0,0.0,44.12642604175362,7.183371681215729,85.49824140739338,38.369597419269525,10.872909500742582,1.443687201082209,0.0004008510349987129,0.00039585979598602566,2.4580711973757824e-05,0.289487957194759,0.03745570025429455,3.4285316696335654e-05,0.04002091560027226,0.0068557625053278625,0.0072363556287072224,0.0008522461246263352,0.21084568043337817,0.028292401799171175,0.0002625633786893355,0.0014129310310509533,2.5511065290099065e-05,0.04103938086712359
155,1965.5,138.4480073786992,52.25971254958386,0.0,0.0,44.94335279264213,7.316359756941764,86.18829482911521,39.06577975372333,11.081117397402547,1.4755001936057006,0.00040812650866462775,0.00040344136796658883,2.8166196989030388e-05,0.29578041062410165,0.03841100521197357,3.182899917923798e-05,0.041053210166856806,0.006996937911261958,0.007395203564973519,0.0008741927177578944,0.2152690748650608,0.028919038279259394,0.00026936352504216204,0.001448923835814198,2.628107757694537e-05,0.04210270360936078
